"usuario.puntuacion","puntuacion.calidad_construccion","marca","GPS.notes","puntuacion.visor","fecha_lanzamiento","caracteristicas.resolucion","puntuacion.general","caracteristicas.velocidad_obturador","modelo","puntuacion.modo_video","puntuacion.puntuacion_calidad_raw","caracteristicas.peso","puntuacion.precision","tipo_sensor","puntuacion.calidad_jpg","precio","GPS","puntuacion.caracteristicas","puntuacion.ergonomia_manejo","puntuacion.pro_review","puntuacion.luz_baja_alto_ISO","tipo_cuerpo","caracteristicas.volumen"
NA,NA,"All Cameras",NA,NA,"2018",NA,NA,NA,"GoPro Hero7 White",NA,NA,92,NA,"CMOS",NA,200,"Built-in",NA,NA,NA,NA,"VR/Action camera",78120
NA,60.7142857142857,"Canon",NA,76.6235827664399,"2018","5184 x 3888",59.2857142857143,"1/2000 sec","Canon PowerShot SX70 HS",66.4285714285714,65.7142857142857,608,71.9242630385488,"CMOS",60.7142857142857,549,"None",71.4285714285714,64.2857142857143,73.5,57.1428571428571,"SLR-like (bridge)",1352169
96.2666,88.5714285714286,"Fujifilm",NA,85.7142857142857,"2018","6240 x 4160",85.7142857142857,"1/8000 sec","Fujifilm X-T3",92.8571428571429,85.1428571428571,539,75.7142857142857,"CMOS",77.7200577200577,1499,"None",79.0476190476191,85.7142857142857,88,77.5324675324675,"SLR-style mirrorless",729771
90.7292,82.8571428571429,"Canon",NA,85.7142857142857,"2018","6720 x 4480",64.2857142857143,"1/8000 sec","Canon EOS R",50,79.5714285714286,660,67.8571428571429,"CMOS",74.6320346320346,2299,"None",71.4285714285714,54.2857142857143,80,74.5454545454545,"SLR-style mirrorless",1119552
87.5,76.4285714285714,"Sony",NA,82.4489795918367,"2018","4896 x 3672",54.4642857142857,"1/2000 sec","Sony Cyber-shot DSC-HX99",86.25,70.7959183673469,242,78.7755102040816,"CMOS",64.8809523809524,449,"None",87.0238095238095,68.75,81.875,69.1720779220779,"Compact",212976
92,50,"Nikon",NA,61.4285714285714,"2018","6000 x 4000",68.5714285714286,"1/4000 sec","Nikon D3500",42.8571428571429,81.4285714285714,365,68.5714285714286,"CMOS",70,499,"None",58.5714285714286,57.1428571428571,75,67.1428571428571,"Compact SLR",841960
92.3566,88.5714285714286,"Nikon",NA,92.8571428571429,"2018","8256 x 5504",71.4285714285714,"1/8000 sec","Nikon Z7",88.5714285714286,96.4285714285714,675,67.1428571428571,"CMOS",81.7893217893218,3399,"None",85.2380952380952,85.7142857142857,89,84.8051948051948,"SLR-style mirrorless",920312
87.5576,92.8571428571429,"Nikon",NA,92.8571428571429,"2018","6048 x 4024",88.5714285714286,"1/8000 sec","Nikon Z6",97.1428571428571,90.1428571428571,675,70,"CMOS",81.7893217893218,1995,"None",85.2380952380952,85.7142857142857,89,85.974025974026,"SLR-style mirrorless",920312
78.1482,85.7142857142857,"Panasonic",NA,71.4285714285714,"2018","4736 x 3552",57.1428571428571,"1/4000 sec","Panasonic Lumix DC-LX100 II",64.2857142857143,70.7142857142857,392,71.4285714285714,"CMOS",66.9552669552669,999,"None",88.0952380952381,78.5714285714286,82,71.1688311688312,"Large sensor compact",485760
100,89.8701298701299,"Leica","via optional Visoflex EVF",88.7012987012987,"2018","5952 x 3992",38.3116883116883,"1/4000 sec","Leica M10-P",35.7142857142857,83.7662337662338,660,76.9480519480519,"CMOS",69.2968647514102,7995,"Optional",67.7489177489177,71.4285714285714,82.1818181818182,67.1782762691853,"Rangefinder-style mirrorless",433680
NA,73.6931560502989,"Canon",NA,76.6235827664399,"2018","5184 x 3888",66.1881055452484,"1/3200 sec","Canon PowerShot SX740 HS",61.4919604205318,73.2423933209648,299,71.9242630385488,"CMOS",66.6059516456567,399,"None",69.0219198790627,75.5563285920429,79.0134199134199,66.6787588313562,"Ultracompact",281600
90,61.4285714285714,"Fujifilm",NA,57.1428571428571,"2018","6000 x 4000",82.8571428571429,"1/4000 sec","Fujifilm XF10",14.2857142857143,79.2857142857143,279,53.5714285714286,"CMOS",73.953823953824,499,NA,66.6666666666667,64.2857142857143,75,75.3246753246753,"Compact",296512
NA,76.4285714285714,"Sony",NA,82.4489795918367,"2018","5472 x 3648",54.4642857142857,"1/2000 sec","Sony Cyber-shot DSC-RX100 VA",86.25,70.7959183673469,299,78.7755102040816,"CMOS",64.8809523809524,999,"None",87.0238095238095,68.75,81.875,69.1720779220779,"Compact",242556
71.8182,42.8571428571429,"Nikon",NA,82.5814275814276,"2018","4608 x 3456",50,"1/4000 sec","Nikon Coolpix P1000",71.4285714285714,50,1415,72.3841698841699,"CMOS",60.9523809523809,999,"None",71.4285714285714,64.2857142857143,73,53.5714285714286,"SLR-like (bridge)",3144694
60,89.2857142857143,"Leica",NA,87.8571428571429,"2018","5472 x 3648",39.2857142857143,"1/2000 sec","Leica C-Lux",32.1428571428571,83.7142857142857,340,76.7857142857143,"CMOS",69.5526695526696,1050,"None",66.6666666666667,71.4285714285714,82,67.0779220779221,"Large sensor compact",348266
76.6666,74.2857142857143,"Sony",NA,90,"2018","5472 x 3648",42.8571428571429,"1/2000 sec","Sony Cyber-shot DSC-RX100 VI",71.4285714285714,71.5714285714286,301,79.2857142857143,"CMOS",68.1818181818182,1200,"None",88.0952380952381,64.2857142857143,83,70.6493506493507,"Compact",254388
81.3566,71.4285714285714,"Fujifilm",NA,71.4285714285714,"2018","6000 x 4000",82.8571428571429,"1/4000 sec","Fujifilm X-T100",21.4285714285714,83.4285714285714,448,62.8571428571429,"CMOS",77.9220779220779,599,"None",73.3333333333333,74.2857142857143,79,78.051948051948,"SLR-style mirrorless",472021
80,71.4285714285714,"Panasonic",NA,71.4285714285714,"2018","5184 x 3888",71.4285714285714,"1/1300 sec","Panasonic Lumix DC-TS7 (Lumix DC-FT7)",82.8571428571429,70.7142857142857,319,72.8571428571429,"CMOS",64.0692640692641,449,"None",85.7142857142857,71.4285714285714,81,67.5324675324675,"Compact",329004
92.5338,74.2857142857143,"Sony",NA,78.5714285714286,"2018","6000 x 4000",88.5714285714286,"1/8000 sec","Sony a7 III",97.1428571428571,91,650,86.4285714285714,"CMOS",84.7041847041847,2000,"None",86.6666666666667,74.2857142857143,89,93.6363636363636,"SLR-style mirrorless",902208
93.4884,64.2857142857143,"Canon",NA,71.4285714285714,"2018","6000 x 4000",67.1428571428571,"1/4000 sec","Canon EOS M50 (EOS Kiss M)",35.7142857142857,80.8571428571429,390,77.1428571428571,"CMOS",70.4184704184704,779,"None",64.7619047619048,71.4285714285714,79,67.4025974025974,"SLR-style mirrorless",602272
NA,61.2698412698413,"Canon",NA,68.7301587301587,"2018","6000 x 4000",69.6825396825397,"1/4000 sec","Canon EOS Rebel T7 (EOS 2000D)",55.7142857142857,72,475,69.6825396825397,"CMOS",63.9409972743306,549,"None",62.6455026455026,77.9365079365079,77,60.9379509379509,"Compact SLR",1016262
100,92.8571428571429,"Pentax",NA,85.7142857142857,"2018","7360 x 4912",57.1428571428571,"1/8000 sec","Pentax K-1 Mark II",14.2857142857143,82.8571428571429,1010,66.4285714285714,"CMOS",64.5310245310245,1999,"Built-in",80.9523809523809,81.4285714285714,80,61.5584415584416,"Mid-size SLR",1296020
88.7324,85.7142857142857,"Fujifilm",NA,85.7142857142857,"2018","6000 x 4000",64.2857142857143,"1/8000 sec","Fujifilm X-H1",88.5714285714286,83.8571428571429,673,77.8571428571429,"CMOS",77.3448773448773,1899,"None",80.9523809523809,85.7142857142857,86,77.9220779220779,"SLR-style mirrorless",1167880
89.5412,75.7142857142857,"Panasonic",NA,71.4285714285714,"2018","5184 x 3888",64.2857142857143,"1/4000 sec","Panasonic Lumix DC-GX9",85.7142857142857,77,450,75,"CMOS",71.7460317460317,999,"None",90.4761904761905,82.8571428571429,84,68.961038961039,"Rangefinder-style mirrorless",419616
85.9028,78.5714285714286,"Panasonic",NA,57.1428571428571,"2018","5472 x 3648",71.4285714285714,"1/2000 sec","Panasonic Lumix DC-ZS200 (Lumix DC-TZ200)",71.4285714285714,70,340,75,"CMOS",65.2236652236652,799,"None",83.3333333333333,74.2857142857143,81,66.8831168831169,"Large sensor compact",329670
80,75.7142857142857,"Fujifilm",NA,70.7142857142857,"2018","6000 x 4000",65,"1/4000 sec","Fujifilm X-A5",52.1428571428571,83.0857142857143,361,70.8571428571429,"CMOS",75.4935064935065,599,"None",67.1904761904762,75.2857142857143,80.4,75.8831168831169,"Rangefinder-style mirrorless",318240
50,78.1919006919007,"Fujifilm",NA,72.5961538461539,"2018","4608 x 3456",68.4635734635735,"1/2000 sec","Fujifilm FinePix XP130",52.6760276760277,74.9602157102157,207,67.7672327672328,"CMOS",68.0307758085536,229,"None",71.5586419753086,76.4692714692715,79.0968660968661,68.5335035335035,"Ultracompact",218680
NA,88.5714285714286,"Panasonic",NA,87.1428571428571,"2018","3680 x 2760",78.5714285714286,"1/8000 sec","Panasonic Lumix DC-GH5S",98.5714285714286,62,660,73.5714285714286,"CMOS",62.6984126984127,2499,"None",91.9047619047619,85.7142857142857,84,64.2857142857143,"SLR-style mirrorless",1185114
80,89.8701298701299,"Leica",NA,88.7012987012987,"2017","6014 x 4014",38.3116883116883,"1/8000 sec","Leica CL",35.7142857142857,83.7662337662338,403,76.9480519480519,"CMOS",69.2968647514102,2795,"None",67.7489177489177,71.4285714285714,82.1818181818182,67.1782762691853,"Rangefinder-style mirrorless",459810
92.9114,95.7142857142857,"Panasonic",NA,88.5714285714286,"2017","5184 x 3888",60,"1/8000 sec","Panasonic Lumix DC-G9",92.8571428571429,74.4285714285714,658,71.4285714285714,"CMOS",68.0808080808081,1699,"None",86.6666666666667,88.5714285714286,85,62.8571428571429,"SLR-style mirrorless",1222588
80,NA,"All Cameras",NA,NA,"2017",NA,NA,NA,"Rylo Camera",NA,NA,NA,NA,"CCD",NA,499,NA,NA,NA,NA,NA,"VR/Action camera",NA
NA,NA,"All Cameras",NA,NA,"2017","6912 x 3456",NA,NA,"Xiaomi Mi Sphere 3.5K",NA,NA,108,NA,"CMOS",NA,299,"None",NA,NA,NA,NA,"VR/Action camera",125424
92.1804,78.5714285714286,"Sony",NA,94.2857142857143,"2017","7952 x 5304",71.4285714285714,"1/8000 sec","Sony a7R III",92.8571428571429,95.2857142857143,657,84.2857142857143,"CMOS",86.046176046176,3199,"None",91.4285714285714,78.5714285714286,90,92.4675324675325,"SLR-style mirrorless",902208
84.6666,82.8571428571429,"Canon",NA,78.5714285714286,"2017","6000 x 4000",35.7142857142857,"1/2000 sec","Canon PowerShot G1 X Mark III",52.8571428571429,76.2857142857143,399,75,"CMOS",71.9336219336219,1299,"None",66.6666666666667,71.4285714285714,79,67.4025974025974,"Large sensor compact",457470
NA,NA,"All Cameras",NA,NA,"2017","4000 x 3000",NA,NA,"GoPro Hero6 Black",NA,NA,NA,NA,"CMOS",NA,399,"Built-in",NA,NA,NA,NA,"VR/Action camera",102375
86,78.5714285714286,"Sony",NA,72.8571428571429,"2017","5472 x 3648",28.5714285714286,"1/2000 sec","Sony Cyber-shot DSC-RX10 IV",92.8571428571429,79,1095,80.7142857142857,"CMOS",72.4386724386724,1699,"None",85.7142857142857,71.4285714285714,84,76.1038961038961,"SLR-like (bridge)",1812790
86.962,82.8571428571429,"Fujifilm",NA,78.5714285714286,"2017","6000 x 4000",78.5714285714286,"1/4000 sec","Fujifilm X-E3",64.2857142857143,83.4285714285714,337,72.1428571428571,"CMOS",75.036075036075,899,"None",73.8095238095238,85.7142857142857,84,77.9220779220779,"Rangefinder-style mirrorless",385022
80,73.7244897959184,"Ricoh","via smartphone",71.4285714285714,"2017","5376 x 2688",66.5816326530612,"1/25000 sec","Ricoh Theta V",51.0204081632653,80.6428571428571,121,68.9285714285714,"CMOS",64.9860853432282,429,"Optional",64.9489795918367,66.5816326530612,74.5,66.4981447124304,"VR/Action camera",135585
NA,71.4285714285714,"Olympus",NA,78.5714285714286,"2017","4608 x 3456",71.4285714285714,"1/4000 sec","Olympus OM-D E-M10 III",71.4285714285714,71.2857142857143,410,65.7142857142857,"CMOS",65.6421356421356,649,"None",76.1904761904762,78.5714285714286,80,70.6493506493507,"SLR-style mirrorless",512400
NA,64.2857142857143,"Sony",NA,80.7818270165209,"2017","4800 x 3200",42.8571428571429,"1/32000 sec","Sony DSC-RX0",64.2857142857143,78.4691963365433,110,77.3856016432547,"CMOS",58.3333333333333,699,"None",64.2857142857143,50,70,64.2857142857143,"Ultracompact",72570
93.3928,64.2857142857143,"Canon",NA,71.4285714285714,"2017","6000 x 4000",78.5714285714286,"1/4000 sec","Canon EOS M100",54.2857142857143,81.4285714285714,302,72.8571428571429,"CMOS",68.3261183261183,599,"None",61.9047619047619,71.4285714285714,79,66.8831168831169,"Rangefinder-style mirrorless",253260
88.9122,92.8571428571429,"Nikon",NA,92.8571428571429,"2017","8256 x 5504",71.4285714285714,"1/8000 sec","Nikon D850",57.1428571428571,97,1005,78.5714285714286,"CMOS",82.6118326118326,3299,"None",78.5714285714286,92.8571428571429,89,84.9350649350649,"Mid-size SLR",1430216
NA,89.8701298701299,"Leica","requires EVF",88.7012987012987,"2017","6016 x 4014",38.3116883116883,"1/4000 sec","Leica TL2",35.7142857142857,83.7662337662338,399,76.9480519480519,"CMOS",69.2968647514102,1950,"Optional",67.7489177489177,71.4285714285714,82.1818181818182,67.1782762691853,"Rangefinder-style mirrorless",305118
85.6338,78.5714285714286,"Canon",NA,80,"2017","6240 x 4160",64.2857142857143,"1/4000 sec","Canon EOS 6D Mark II",64.2857142857143,76,765,60.7142857142857,"CMOS",70.3463203463203,1999,"Built-in",71.4285714285714,74.2857142857143,80,72.0779220779221,"Mid-size SLR",1198800
87.8,57.1428571428571,"Canon",NA,71.4285714285714,"2017","6000 x 4000",71.4285714285714,"1/4000 sec","Canon EOS Rebel SL2 (EOS 200D / Kiss X9)",57.1428571428571,81.4285714285714,453,64.2857142857143,"CMOS",68.3261183261183,549,"None",61.9047619047619,74.2857142857143,78,66.8831168831169,"Compact SLR",794220
13.3334,66.0714285714286,"Nikon","with altimeter and depth gauge",82.5814275814276,"2017","4608 x 3456",55.3571428571429,"1/4000 sec","Nikon Coolpix W300",62.5,55.3571428571429,231,72.3841698841699,"CCD",50.0744047619048,389,"Built-in",66.9642857142857,67.8571428571429,72,51.7857142857143,"Compact",214368
80,71.4285714285714,"Ricoh",NA,71.4285714285714,"2017","4608 x 3456",64.2857142857143,"1/4000 sec","Ricoh WG-50",57.1428571428571,80.6428571428571,193,68.9285714285714,"CMOS",64.2857142857143,279,"None",64.2857142857143,64.2857142857143,73,64.2857142857143,"Compact",228780
68.6956,79.5238095238095,"Olympus","GPS, compass, manometer, thermometer",75.8234126984127,"2017","4000 x 3000",65.7142857142857,"1/2000 sec","Olympus Tough TG-5",61.9047619047619,75,250,71.7460317460317,"CMOS",57.1428571428571,449,"Built-in",76.1904761904762,64.2857142857143,76.6666666666667,57.1428571428571,"Compact",238656
NA,NA,"All Cameras",NA,NA,"2017",NA,NA,NA,"GoPro Fusion",NA,NA,220,NA,"CMOS",NA,699,NA,NA,NA,NA,NA,"VR/Action camera",222000
95.934,74.2857142857143,"Sony",NA,97.1428571428571,"2017","6000 x 4000",85.7142857142857,"1/8000 sec","Sony a9",88.5714285714286,77.8571428571429,673,88.5714285714286,"CMOS",79.8701298701299,4500,"None",95.7142857142857,78.5714285714286,90,91.1688311688312,"SLR-style mirrorless",768096
52,71.4285714285714,"Panasonic",NA,71.4285714285714,"2017","5184 x 3888",71.4285714285714,"1/2000 sec","Panasonic Lumix DC-ZS70 (Lumix DC-TZ90)",82.8571428571429,70.7142857142857,322,72.8571428571429,"CMOS",64.0692640692641,449,"None",85.7142857142857,71.4285714285714,81,67.5324675324675,"Compact",307664
87.2984,82.8571428571429,"Nikon","GP-1A",88.5714285714286,"2017","5568 x 3712",78.5714285714286,"1/8000 sec","Nikon D7500",68.5714285714286,86.7142857142857,720,70.7142857142857,"CMOS",72.4531024531025,1299,"Optional",79.0476190476191,87.1428571428571,86,81.2987012987013,"Mid-size SLR",1032512
NA,73.6931560502989,"Canon",NA,76.6235827664399,"2017","5184 x 3888",66.1881055452484,"1/3200 sec","Canon PowerShot SX730 HS",61.4919604205318,73.2423933209648,300,71.9242630385488,"CMOS",66.6059516456567,399,"None",69.0219198790627,75.5563285920429,79.0134199134199,66.6787588313562,"Ultracompact",281600
90,57.1428571428571,"Canon",NA,78.5714285714286,"2017","6000 x 4000",75.7142857142857,"1/4000 sec","Canon EOS 77D / EOS 9000D",57.1428571428571,81.4285714285714,540,67.8571428571429,"CMOS",68.5569985569986,899,"Optional",66.6666666666667,85.7142857142857,82,66.8831168831169,"Mid-size SLR",995600
76.5624,78.5714285714286,"Canon",NA,71.4285714285714,"2017","6000 x 4000",51.4285714285714,"1/4000 sec","Canon EOS M6",57.1428571428571,80,390,71.4285714285714,"CMOS",68.3261183261183,779,"None",71.4285714285714,81.4285714285714,80,64.9350649350649,"Rangefinder-style mirrorless",342720
93.3334,57.1428571428571,"Canon",NA,78.5714285714286,"2017","6000 x 4000",74.2857142857143,"1/4000 sec","Canon EOS Rebel T7i / EOS 800D / Kiss X9i",57.1428571428571,81.4285714285714,532,67.8571428571429,"CMOS",68.3261183261183,749,"Optional",61.9047619047619,81.4285714285714,80,66.8831168831169,"Mid-size SLR",995600
NA,NA,"All Cameras",NA,NA,"2017","4000 x 3000",NA,NA,"YI 4K Action Camera",NA,NA,96,NA,"CMOS",NA,169,"None",NA,NA,NA,NA,"VR/Action camera",81900
92.5642,85.7142857142857,"Pentax","O-GPS1",84.2857142857143,"2017","6016 x 4000",71.4285714285714,"1/6000 sec","Pentax KP",28.5714285714286,87.5714285714286,703,64.2857142857143,"CMOS",66.6666666666667,1099,"Optional",80.9523809523809,85.7142857142857,82,80.1298701298701,"Mid-size SLR",1013232
87.6354,82.8571428571429,"Fujifilm",NA,92.8571428571429,"2017","6000 x 4000",71.4285714285714,"1/4000 sec","Fujifilm X100F",28.5714285714286,85.2857142857143,469,75,"CMOS",76.4790764790765,1299,"None",76.1904761904762,82.8571428571429,83,75.974025974026,"Large sensor compact",495300
80,82.8571428571429,"Fujifilm","via smartphone",78.5714285714286,"2017","6000 x 4000",78.5714285714286,"1/4000 sec","Fujifilm X-T20",64.2857142857143,83.4285714285714,383,71.4285714285714,"CMOS",76.3347763347763,899,"Optional",73.8095238095238,82.8571428571429,82,77.9220779220779,"SLR-style mirrorless",401554
90,89.8701298701299,"Leica","via optional Visoflex EVF",88.7012987012987,"2017","5952 x 3992",38.3116883116883,"1/4000 sec","Leica M10",35.7142857142857,83.7662337662338,660,76.9480519480519,"CMOS",69.2968647514102,6595,"Optional",67.7489177489177,71.4285714285714,82.1818181818182,67.1782762691853,"Rangefinder-style mirrorless",433680
NA,NA,"All Cameras",NA,NA,"2017","4000 x 3000",NA,NA,"YI 4K+ Action Camera",NA,NA,96,NA,"CMOS",NA,299,"None",NA,NA,NA,NA,"VR/Action camera",81900
NA,78.1919006919007,"Fujifilm",NA,72.5961538461539,"2017","4608 x 3456",68.4635734635735,"1/2000 sec","Fujifilm FinePix XP120",52.6760276760277,74.9602157102157,203,67.7672327672328,"CMOS",68.0307758085536,229,"None",71.5586419753086,76.4692714692715,79.0968660968661,68.5335035335035,"Ultracompact",218680
82.1212,64.2857142857143,"Panasonic",NA,68.5714285714286,"2017","4592 x 3448",71.4285714285714,"1/500 sec","Panasonic Lumix DC-GX850 (Lumix DC-GX800 / Lumix DC-GF9)",64.2857142857143,69.1428571428571,269,73.5714285714286,"CMOS",65.2958152958153,549,"None",66.6666666666667,60,76,59.0909090909091,"Rangefinder-style mirrorless",229515
85,70,"Panasonic",NA,79.5238095238095,"2017","4896 x 3672",59.5238095238095,"1/2000 sec","Panasonic Lumix DC-FZ80 (Lumix DC-FZ82)",87.1428571428571,75,616,72.6190476190476,"CMOS",67.6527176527177,399,"None",80.9523809523809,80,82.3333333333333,72.3376623376623,"SLR-like (bridge)",1454180
NA,88.5714285714286,"Panasonic",NA,84.2857142857143,"2017","5184 x 3888",78.5714285714286,"1/8000 sec","Panasonic Lumix DC-GH5",97.1428571428571,76.4285714285714,725,73.5714285714286,"CMOS",64.5021645021645,1999,"None",91.4285714285714,88.5714285714286,85,57.1428571428571,"SLR-style mirrorless",1185114
86.9412,71.4285714285714,"Canon",NA,57.1428571428571,"2017","5472 x 3648",64.2857142857143,"1/2000 sec","Canon PowerShot G9 X Mark II",78.5714285714286,51.4285714285714,206,71.4285714285714,"CMOS",61.9047619047619,529,"None",66.6666666666667,64.2857142857143,75,70.1298701298701,"Compact",176204
75,75.7142857142857,"Fujifilm",NA,70.7142857142857,"2016","4896 x 3264",65,"1/4000 sec","Fujifilm X-A10",52.1428571428571,83.0857142857143,331,70.8571428571429,"CMOS",75.4935064935065,499,"None",67.1904761904762,75.2857142857143,80.4,75.8831168831169,"Rangefinder-style mirrorless",313560
80,NA,"All Cameras",NA,NA,"2016","5472 x 3648",NA,"1/2000 sec","SeaLife DC2000",NA,NA,234,NA,"CMOS",NA,699,"None",NA,NA,NA,NA,"Large sensor compact",279792
77.5,71.4285714285714,"Nikon","Optional GP-1/GP-1A",61.4285714285714,"2016","6000 x 4000",71.4285714285714,"1/4000 sec","Nikon D5600",57.1428571428571,82.8571428571429,465,69.2857142857143,"CMOS",70.7359307359307,700,"Optional",71.4285714285714,75.7142857142857,79,68.961038961039,"Compact SLR",841960
NA,89.8701298701299,"Leica","requires EVF",88.7012987012987,"2016","4928 x 3264",38.3116883116883,"1/4000 sec","Leica TL",35.7142857142857,83.7662337662338,384,76.9480519480519,"CMOS",69.2968647514102,1695,"Optional",67.7489177489177,71.4285714285714,82.1818181818182,67.1782762691853,"Rangefinder-style mirrorless",305118
79.0476,82.8571428571429,"Sony",NA,88.5714285714286,"2016","6000 x 4000",64.2857142857143,"1/4000 sec","Sony a6500",88.5714285714286,85.5714285714286,453,75,"CMOS",77.8499278499279,1400,"None",81.4285714285714,65.7142857142857,85,80.5194805194805,"Rangefinder-style mirrorless",426120
86.6666,74.2857142857143,"Sony",NA,85.7142857142857,"2016","5472 x 3648",50,"1/2000 sec","Sony Cyber-shot DSC-RX100 V",97.1428571428571,71.5714285714286,299,79.2857142857143,"CMOS",67.4603174603175,899,"None",94.7619047619048,57.1428571428571,83,74.5454545454545,"Compact",242556
89.2494,95.7142857142857,"Olympus",NA,85.7142857142857,"2016","5184 x 3888",50,"1/8000 sec","Olympus OM-D E-M1 Mark II",88.5714285714286,76.4285714285714,574,80,"CMOS",68.5425685425685,2000,"None",88.0952380952381,85.7142857142857,85,64.1558441558442,"SLR-style mirrorless",816998
NA,74.2857142857143,"Olympus",NA,70.4761904761905,"2016","4608 x 3456",59.5238095238095,"1/4000 sec","Olympus PEN E-PL8",58.5714285714286,75,357,72.6190476190476,"CMOS",67.0514670514671,549,"None",75.5555555555556,71.4285714285714,79,66.7099567099567,"Rangefinder-style mirrorless",292790
90,90,"Fujifilm",NA,71.4285714285714,"2016","8256 x 6192",42.8571428571429,"1/4000 sec","Fujifilm GFX 50S",50,95,920,78.5714285714286,"CMOS",82.7705627705628,6499,"None",78.5714285714286,78.5714285714286,85,89.6103896103896,"SLR-style mirrorless",1265992
100,78.5714285714286,"Sony",NA,85.7142857142857,"2016","7952 x 5304",64.2857142857143,"1/8000 sec","Sony a99 II",71.4285714285714,92,849,75,"CMOS",82.3809523809524,3199,"None",92.8571428571429,74.2857142857143,85,88.8311688311688,"Mid-size SLR",1130272
93.9846,82.8571428571429,"Panasonic",NA,78.5714285714286,"2016","4592 x 3448",85.7142857142857,"1/4000 sec","Panasonic Lumix DMC-G85 (Lumix DMC-G80)",85.7142857142857,72.1428571428571,505,71.4285714285714,"CMOS",65.5988455988456,899,"None",90.4761904761905,81.4285714285714,84,61.038961038961,"SLR-style mirrorless",843008
86.9696,75.7142857142857,"Panasonic",NA,78.5714285714286,"2016","5472 x 3648",57.1428571428571,"1/4000 sec","Panasonic Lumix DMC-FZ2500 (Lumix DMC-FZ2000)",92.8571428571429,77.5714285714286,915,67.8571428571429,"CMOS",68.7445887445887,1199,"None",85.7142857142857,78.5714285714286,82,72.3376623376623,"SLR-like (bridge)",1900260
84,71.4285714285714,"Panasonic",NA,71.4285714285714,"2016","5472 x 3648",71.4285714285714,"1/4000 sec","Panasonic Lumix DMC-LX10 (Lumix DMC-LX15)",82.8571428571429,70.7142857142857,310,72.8571428571429,"CMOS",64.0692640692641,699,"None",85.7142857142857,71.4285714285714,81,67.5324675324675,"Compact",267120
55,NA,"All Cameras",NA,NA,"2016","4000 x 3000",NA,NA,"GoPro Hero5 Black",NA,NA,NA,NA,"CMOS",NA,299,"Built-in",NA,NA,NA,NA,"VR/Action camera",92070
77.8666,78.5714285714286,"Canon",NA,78.5714285714286,"2016","6000 x 4000",64.2857142857143,"1/4000 sec","Canon EOS M5",62.8571428571429,80.8571428571429,427,75,"CMOS",68.3982683982684,979,"None",76.1904761904762,82.8571428571429,82,61.038961038961,"SLR-style mirrorless",629764
40,73.356240981241,"Sony",NA,80.7818270165209,"2016","4608 x 2592",60.2090548340548,NA,"Sony FDR-X3000",80.6403318903319,78.4691963365433,46,77.3856016432547,"CMOS",68.1099687349687,399,"Built-in",80.6709956709957,64.7103174603175,81.1256818181818,73.96520726748,"VR/Action camera",48336
NA,73.356240981241,"Sony",NA,80.7818270165209,"2016","4608 x 2592",60.2090548340548,NA,"Sony HDR-AS300",80.6403318903319,78.4691963365433,46,77.3856016432547,"CMOS",68.1099687349687,299,"Built-in",80.6709956709957,64.7103174603175,81.1256818181818,73.96520726748,"VR/Action camera",48336
NA,NA,"DxO Labs",NA,NA,"2016","5472 x 3648",NA,"1/8000 sec","DxO One (2016)",NA,NA,108,NA,"CMOS",NA,499,"None",NA,NA,NA,NA,"Large sensor compact",80400
81.6666,57.1428571428571,"Fujifilm",NA,57.1428571428571,"2016","6000 x 4000",64.2857142857143,"1/4000 sec","Fujifilm X-A3",57.1428571428571,79.4285714285714,339,53.5714285714286,"CMOS",68.0952380952381,599,"None",61.9047619047619,67.1428571428571,74,65.7142857142857,"Rangefinder-style mirrorless",313560
96.4776,92.8571428571429,"Canon",NA,97.1428571428571,"2016","6720 x 4480",64.2857142857143,"1/8000 sec","Canon EOS 5D Mark IV",78.5714285714286,80.8571428571429,890,76.4285714285714,"CMOS",71.976911976912,3499,"Built-in",83.3333333333333,85.7142857142857,87,80.5194805194805,"Mid-size SLR",1331216
88.3674,50,"Nikon",NA,61.4285714285714,"2016","6000 x 4000",61.4285714285714,"1/4000 sec","Nikon D3400",71.4285714285714,82,445,67.8571428571429,"CMOS",71.5728715728716,649,"None",58.0952380952381,64.2857142857143,76,70.1298701298701,"Compact SLR",923552
NA,71.924033677765,"Nikon",NA,82.5814275814276,"2016","4160 x 3120",62.6905308621727,"1/2000 sec","Nikon Coolpix W100",64.9342572850036,70.7673992673993,177,72.3841698841699,"CMOS",64.7019524491539,159,"None",74.6842026133071,74.7501503471653,79.1653272101033,66.4510489510489,"Ultracompact",280060
91.6,82.8571428571429,"Fujifilm",NA,88.5714285714286,"2016","6000 x 4000",68.5714285714286,"1/8000 sec","Fujifilm X-T2",85.7142857142857,83.8571428571429,507,77.1428571428571,"CMOS",76.9119769119769,1599,"None",78.5714285714286,85.7142857142857,86,77.9220779220779,"SLR-style mirrorless",599564
85.6666,92.8571428571429,"Hasselblad",NA,64.2857142857143,"2016","8272 x 6200",42.8571428571429,"1/2000 sec","Hasselblad X1D",42.8571428571429,95,725,75,"CMOS",69.1197691197691,8995,"Built-in",76.1904761904762,78.5714285714286,81,77.2727272727273,"Rangefinder-style mirrorless",1043700
